Application_ID,Borrower_Name,Loan_Type,Loan_Purpose,Property_Type,Application_Date,Approval_Date,Closing_Date,Loan_Amount,Property_Value,LTV_Ratio,Interest_Rate,Tenure_Years,Credit_Score,DTI_Ratio,Processing_Time_Days,Fees,Underwriter,Processor,Status,State,Originator,Channel
APP6516,Borrower 1516,Jumbo,Refinance,Townhouse,2024-01-05,2024-01-16,2024-02-05,221540,328488,67.44,6.75,15,673,43,13,4308,Underwriter F,Processor G,Approved,IL,Agent Team D,Direct
APP6517,Borrower 1517,Conventional,Purchase,Luxury Home,2024-01-24,2024-02-05,2024-03-11,631503,708132,89.18,5.89,15,786,41,6,2342,Underwriter E,Processor N,Approved,NJ,Agent Team J,Retail
APP6518,Borrower 1518,FHA,Purchase,Multi-Family,2024-04-04,2024-04-10,2024-05-14,207941,281414,73.89,5.57,20,768,39,11,5103,Underwriter E,Processor E,Approved,NY,Agent Team L,Online
APP6519,Borrower 1519,VA,Purchase,Luxury Home,2024-04-18,2024-04-23,2024-05-24,556339,590150,94.27,7.64,15,729,47,19,2431,Underwriter J,Processor O,Approved,WA,Agent Team B,Wholesale
APP6520,Borrower 1520,VA,Refinance,Condo,2024-03-31,2024-04-10,2024-04-24,485206,569705,85.17,7.39,15,652,33,10,6095,Underwriter I,Processor B,Approved,CO,Agent Team I,Retail
APP6521,Borrower 1521,FHA,Refinance,Townhouse,2024-02-12,2024-02-23,2024-03-23,870643,993319,87.65,5.95,20,722,37,20,2676,Underwriter B,Processor D,Approved,WA,Agent Team E,Direct
APP6522,Borrower 1522,VA,Refinance,Townhouse,2024-01-11,2024-01-28,2024-02-10,382661,541570,70.66,7.35,30,786,31,15,6399,Underwriter D,Processor I,Approved,TX,Agent Team C,Online
APP6523,Borrower 1523,Jumbo,Purchase,Condo,2024-05-23,2024-06-06,2024-06-23,781866,887737,88.07,6.1,20,655,32,11,4020,Underwriter G,Processor I,Approved,CO,Agent Team D,Wholesale
APP6524,Borrower 1524,FHA,Refinance,Luxury Home,2024-04-29,2024-05-12,2024-06-07,668680,785865,85.09,6.92,15,778,37,11,2868,Underwriter B,Processor C,Approved,IL,Agent Team A,Online
APP6525,Borrower 1525,VA,Purchase,Single Family,2024-01-10,2024-01-24,2024-02-06,491324,591777,83.03,6.19,20,768,37,13,1690,Underwriter B,Processor F,Approved,WA,Agent Team J,Online
APP6526,Borrower 1526,FHA,Refinance,Townhouse,2024-05-21,2024-05-30,2024-06-19,480918,554093,86.79,5.52,15,782,48,19,2243,Underwriter J,Processor G,Approved,NJ,Agent Team L,Retail
APP6527,Borrower 1527,Jumbo,Refinance,Luxury Home,2024-04-05,2024-04-16,2024-05-16,630545,688142,91.63,6.83,30,774,38,23,2009,Underwriter E,Processor C,Approved,IL,Agent Team H,Direct
APP6528,Borrower 1528,Jumbo,Refinance,Condo,2024-02-20,2024-03-01,2024-04-08,966473,1134793,85.17,6.05,15,618,40,24,6356,Underwriter H,Processor L,Approved,NY,Agent Team E,Wholesale
APP6529,Borrower 1529,Jumbo,Purchase,Multi-Family,2024-05-26,2024-05-31,2024-06-30,737270,832450,88.57,6.33,20,668,41,15,5459,Underwriter E,Processor N,Approved,NJ,Agent Team C,Direct
APP6530,Borrower 1530,VA,Refinance,Condo,2024-05-15,,,582809,648290,89.9,5.45,15,650,44,21,5227,Underwriter D,Processor D,In Review,NJ,Agent Team G,Wholesale
APP6531,Borrower 1531,VA,Purchase,Condo,2024-04-10,,,603885,729622,82.77,6.69,20,772,46,12,5874,Underwriter C,Processor L,In Review,FL,Agent Team J,Retail
APP6532,Borrower 1532,VA,Refinance,Multi-Family,2024-02-28,,,912301,1038669,87.83,5.69,20,653,49,13,6679,Underwriter D,Processor M,In Review,CO,Agent Team C,Online
APP6533,Borrower 1533,VA,Refinance,Luxury Home,2024-03-13,2024-03-25,2024-04-26,653528,701502,93.16,7.05,30,662,48,27,3061,Underwriter F,Processor K,Approved,WA,Agent Team B,Wholesale
APP6534,Borrower 1534,Conventional,Purchase,Multi-Family,2024-03-03,,,615992,790600,77.91,6.58,20,783,33,16,2209,Underwriter C,Processor J,Declined,AZ,Agent Team E,Wholesale
APP6535,Borrower 1535,Conventional,Purchase,Condo,2024-01-26,,,562699,636514,88.4,6.92,20,626,30,8,6822,Underwriter J,Processor D,Declined,IL,Agent Team I,Wholesale
APP6536,Borrower 1536,VA,Purchase,Townhouse,2024-03-25,2024-03-31,2024-04-14,297330,430943,69.0,5.23,15,629,45,10,3376,Underwriter G,Processor E,Approved,WA,Agent Team B,Retail
APP6537,Borrower 1537,FHA,Purchase,Condo,2024-02-29,2024-03-10,2024-03-29,920227,1016559,90.52,6.91,15,787,45,21,3524,Underwriter B,Processor G,Approved,FL,Agent Team I,Retail
APP6538,Borrower 1538,VA,Refinance,Condo,2024-05-25,2024-06-07,2024-07-11,308116,343401,89.72,7.64,30,712,44,13,3932,Underwriter E,Processor I,Approved,WA,Agent Team D,Retail
APP6539,Borrower 1539,FHA,Purchase,Single Family,2024-02-27,2024-03-05,2024-04-06,643301,763751,84.23,5.51,15,709,44,23,4790,Underwriter H,Processor G,Approved,WA,Agent Team F,Online
APP6540,Borrower 1540,Conventional,Purchase,Luxury Home,2024-04-09,,,683963,803553,85.12,5.34,15,633,25,22,6767,Underwriter E,Processor H,In Review,CA,Agent Team I,Direct
APP6541,Borrower 1541,Conventional,Purchase,Multi-Family,2024-04-04,2024-04-18,2024-05-05,806341,879777,91.65,8.19,30,736,39,17,5361,Underwriter E,Processor A,Approved,NJ,Agent Team B,Wholesale
APP6542,Borrower 1542,Conventional,Purchase,Multi-Family,2024-01-16,2024-01-22,2024-02-28,726762,832673,87.28,5.72,15,655,38,15,3155,Underwriter D,Processor K,Approved,IL,Agent Team C,Wholesale
APP6543,Borrower 1543,Jumbo,Purchase,Single Family,2024-02-15,2024-03-02,2024-03-29,246453,330243,74.63,6.31,20,670,32,13,6508,Underwriter E,Processor L,Approved,CO,Agent Team F,Retail
APP6544,Borrower 1544,FHA,Refinance,Condo,2024-02-21,,,619284,738285,83.88,5.52,15,716,30,7,3927,Underwriter J,Processor B,Declined,WA,Agent Team K,Wholesale
APP6545,Borrower 1545,Conventional,Refinance,Townhouse,2024-01-06,2024-01-14,2024-02-13,930644,1068582,87.09,7.05,30,733,37,26,5303,Underwriter I,Processor N,Approved,NJ,Agent Team K,Online
APP6546,Borrower 1546,Jumbo,Refinance,Multi-Family,2024-01-30,2024-02-07,2024-02-22,157425,200282,78.6,6.52,15,772,34,22,5476,Underwriter A,Processor L,Approved,FL,Agent Team A,Direct
APP6547,Borrower 1547,FHA,Refinance,Multi-Family,2024-05-05,2024-05-10,2024-06-03,261153,330015,79.13,7.95,15,642,38,26,6154,Underwriter J,Processor I,Approved,TX,Agent Team D,Direct
APP6548,Borrower 1548,VA,Refinance,Multi-Family,2024-01-14,2024-01-25,2024-02-20,868398,932802,93.1,6.9,30,691,44,8,2331,Underwriter G,Processor B,Approved,NV,Agent Team F,Retail
APP6549,Borrower 1549,Conventional,Purchase,Condo,2024-01-18,,,932680,1033754,90.22,6.14,15,766,32,20,2786,Underwriter C,Processor J,In Review,FL,Agent Team D,Direct
APP6550,Borrower 1550,Conventional,Refinance,Condo,2024-01-17,,,254959,344926,73.92,6.56,15,655,38,19,6363,Underwriter H,Processor G,Declined,NY,Agent Team C,Retail
APP6551,Borrower 1551,Conventional,Purchase,Multi-Family,2024-04-10,,,873983,1008115,86.69,7.18,15,691,49,13,2193,Underwriter I,Processor J,In Review,CA,Agent Team H,Online
APP6552,Borrower 1552,Jumbo,Refinance,Multi-Family,2024-01-31,2024-02-13,2024-02-28,851486,1015950,83.81,6.34,30,600,32,20,2389,Underwriter B,Processor E,Approved,FL,Agent Team I,Retail
APP6553,Borrower 1553,Jumbo,Refinance,Luxury Home,2024-01-28,2024-02-07,2024-03-07,158981,243072,65.4,7.71,15,777,29,6,2690,Underwriter J,Processor E,Approved,CO,Agent Team E,Direct
APP6554,Borrower 1554,VA,Purchase,Luxury Home,2024-05-02,2024-05-16,2024-06-11,363766,478497,76.02,6.22,15,779,44,19,5829,Underwriter D,Processor B,Approved,NJ,Agent Team I,Retail
APP6555,Borrower 1555,VA,Refinance,Single Family,2024-01-24,,,448009,515878,86.84,6.51,20,609,41,25,4265,Underwriter D,Processor C,In Review,NJ,Agent Team K,Online
APP6556,Borrower 1556,Conventional,Purchase,Condo,2024-01-02,2024-01-19,2024-02-26,268728,431511,62.28,5.83,20,717,33,26,5618,Underwriter E,Processor M,Approved,NJ,Agent Team L,Direct
APP6557,Borrower 1557,Jumbo,Purchase,Townhouse,2024-03-13,,,918026,964246,95.21,5.24,20,798,35,12,4322,Underwriter E,Processor H,Declined,FL,Agent Team E,Online
APP6558,Borrower 1558,Jumbo,Refinance,Condo,2024-04-01,2024-04-08,2024-05-09,592667,745457,79.5,8.04,20,797,49,13,2582,Underwriter A,Processor A,Approved,WA,Agent Team I,Wholesale
APP6559,Borrower 1559,Conventional,Refinance,Luxury Home,2024-05-20,2024-05-31,2024-06-19,464096,530815,87.43,5.95,30,661,32,21,2952,Underwriter B,Processor M,Approved,IL,Agent Team K,Direct
APP6560,Borrower 1560,Conventional,Purchase,Townhouse,2024-05-25,2024-06-06,2024-07-15,452069,569814,79.34,5.72,20,647,31,25,2256,Underwriter D,Processor H,Approved,CA,Agent Team B,Retail
APP6561,Borrower 1561,Conventional,Refinance,Single Family,2024-02-25,2024-03-12,2024-04-20,889126,931929,95.41,5.59,30,777,27,5,3234,Underwriter G,Processor E,Approved,IL,Agent Team D,Direct
APP6562,Borrower 1562,Jumbo,Purchase,Single Family,2024-03-02,2024-03-11,2024-04-10,787293,883773,89.08,5.3,30,774,31,13,1729,Underwriter D,Processor J,Approved,AZ,Agent Team H,Direct
APP6563,Borrower 1563,FHA,Purchase,Condo,2024-04-23,,,617121,748040,82.5,5.12,20,624,28,8,3274,Underwriter J,Processor A,Declined,IL,Agent Team E,Wholesale
APP6564,Borrower 1564,FHA,Refinance,Luxury Home,2024-02-01,2024-02-07,2024-03-03,716464,841289,85.16,6.63,20,673,34,6,1944,Underwriter F,Processor B,Approved,CA,Agent Team H,Wholesale
APP6565,Borrower 1565,VA,Purchase,Luxury Home,2024-02-09,,,301744,377088,80.02,7.03,30,736,40,9,5463,Underwriter H,Processor C,In Review,NJ,Agent Team L,Wholesale
APP6566,Borrower 1566,FHA,Purchase,Luxury Home,2024-02-12,,,959816,993328,96.63,5.67,20,727,48,15,3560,Underwriter E,Processor A,In Review,NY,Agent Team E,Retail
APP6567,Borrower 1567,Conventional,Purchase,Multi-Family,2024-03-24,,,337232,500103,67.43,5.25,30,703,43,10,5954,Underwriter D,Processor N,Declined,CA,Agent Team J,Direct
APP6568,Borrower 1568,FHA,Refinance,Multi-Family,2024-04-21,,,787096,895687,87.88,6.36,20,756,40,5,6508,Underwriter J,Processor F,In Review,IL,Agent Team B,Online
APP6569,Borrower 1569,FHA,Purchase,Condo,2024-01-30,2024-02-13,2024-03-16,614764,711920,86.35,7.27,30,703,45,25,5444,Underwriter F,Processor D,Approved,IL,Agent Team G,Direct
APP6570,Borrower 1570,VA,Purchase,Townhouse,2024-04-13,2024-04-30,2024-05-28,669826,783149,85.53,7.02,30,792,29,10,5749,Underwriter B,Processor H,Approved,NY,Agent Team G,Wholesale
APP6571,Borrower 1571,FHA,Purchase,Single Family,2024-05-09,2024-05-24,2024-06-29,701151,774532,90.53,7.47,15,630,36,7,3306,Underwriter D,Processor J,Approved,CO,Agent Team G,Online
APP6572,Borrower 1572,Conventional,Refinance,Condo,2024-05-22,,,744191,878146,84.75,7.54,15,769,38,6,4580,Underwriter J,Processor F,Declined,IL,Agent Team C,Wholesale
APP6573,Borrower 1573,Jumbo,Purchase,Single Family,2024-02-11,2024-02-25,2024-03-21,527928,668603,78.96,7.87,15,749,33,9,2179,Underwriter B,Processor F,Approved,CA,Agent Team I,Wholesale
APP6574,Borrower 1574,Jumbo,Purchase,Multi-Family,2024-05-08,2024-05-17,2024-06-07,391472,465625,84.07,6.31,30,702,38,9,5196,Underwriter F,Processor B,Approved,NV,Agent Team E,Online
APP6575,Borrower 1575,VA,Refinance,Multi-Family,2024-05-29,,,763337,882494,86.5,6.68,20,610,34,19,2178,Underwriter E,Processor O,Declined,FL,Agent Team B,Wholesale
APP6576,Borrower 1576,Jumbo,Refinance,Townhouse,2024-04-07,2024-04-23,2024-05-23,520283,654128,79.54,6.73,15,651,29,15,4053,Underwriter I,Processor C,Approved,IL,Agent Team C,Wholesale
APP6577,Borrower 1577,Jumbo,Refinance,Multi-Family,2024-01-25,2024-02-01,2024-02-15,379333,457899,82.84,6.85,15,716,32,24,4165,Underwriter J,Processor G,Approved,TX,Agent Team I,Direct
APP6578,Borrower 1578,FHA,Purchase,Condo,2024-01-04,,,329729,499299,66.04,8.05,15,721,33,20,1558,Underwriter F,Processor E,Declined,NV,Agent Team F,Online
APP6579,Borrower 1579,Jumbo,Purchase,Townhouse,2024-02-14,2024-02-27,2024-03-15,527972,567974,92.96,5.73,15,748,39,7,4352,Underwriter I,Processor N,Approved,NY,Agent Team D,Retail
APP6580,Borrower 1580,FHA,Purchase,Single Family,2024-04-26,2024-05-02,2024-05-27,261119,306743,85.13,6.84,20,741,30,25,1935,Underwriter H,Processor D,Approved,CO,Agent Team F,Online
APP6581,Borrower 1581,VA,Refinance,Single Family,2024-03-12,2024-03-18,2024-04-06,908912,943871,96.3,7.78,15,714,29,26,2415,Underwriter A,Processor K,Approved,NJ,Agent Team H,Retail
APP6582,Borrower 1582,VA,Refinance,Luxury Home,2024-03-20,,,205046,329639,62.2,8.13,20,630,42,13,1888,Underwriter H,Processor D,In Review,IL,Agent Team C,Direct
APP6583,Borrower 1583,FHA,Purchase,Townhouse,2024-01-05,2024-01-22,2024-02-13,775412,862617,89.89,5.43,30,678,43,26,2173,Underwriter J,Processor K,Approved,NY,Agent Team F,Retail
APP6584,Borrower 1584,VA,Purchase,Multi-Family,2024-02-25,,,894976,947431,94.46,6.62,20,745,37,18,5139,Underwriter G,Processor E,Declined,CO,Agent Team F,Online
APP6585,Borrower 1585,Conventional,Refinance,Townhouse,2024-03-20,2024-03-26,2024-05-02,782337,817967,95.64,6.87,30,675,26,14,4128,Underwriter J,Processor B,Approved,CO,Agent Team D,Direct
APP6586,Borrower 1586,VA,Refinance,Multi-Family,2024-03-25,2024-04-01,2024-05-01,336988,368055,91.56,6.3,30,741,28,17,6200,Underwriter J,Processor F,Approved,NV,Agent Team A,Wholesale
APP6587,Borrower 1587,FHA,Refinance,Multi-Family,2024-02-07,,,600511,664450,90.38,6.64,15,771,43,23,2643,Underwriter D,Processor O,In Review,NY,Agent Team G,Online
APP6588,Borrower 1588,Jumbo,Refinance,Multi-Family,2024-03-08,2024-03-13,2024-03-26,848508,882085,96.19,7.74,30,757,26,23,1745,Underwriter D,Processor B,Approved,WA,Agent Team A,Online
APP6589,Borrower 1589,FHA,Refinance,Single Family,2024-03-28,,,787871,902586,87.29,5.49,30,673,42,23,6690,Underwriter G,Processor O,In Review,IL,Agent Team H,Retail
APP6590,Borrower 1590,Conventional,Refinance,Single Family,2024-02-26,2024-03-04,2024-04-08,168510,260118,64.78,6.72,15,779,44,8,4576,Underwriter E,Processor F,Approved,IL,Agent Team J,Direct
APP6591,Borrower 1591,Jumbo,Purchase,Luxury Home,2024-02-10,2024-02-26,2024-03-31,686932,802766,85.57,5.58,15,612,38,12,2804,Underwriter H,Processor E,Approved,IL,Agent Team F,Online
APP6592,Borrower 1592,Conventional,Refinance,Single Family,2024-04-24,2024-05-10,2024-06-02,954177,1018732,93.66,6.95,15,741,39,20,4217,Underwriter F,Processor L,Approved,AZ,Agent Team H,Retail
APP6593,Borrower 1593,Conventional,Refinance,Single Family,2024-01-30,2024-02-05,2024-02-28,415199,566363,73.31,6.33,30,713,27,27,2629,Underwriter G,Processor K,Approved,NJ,Agent Team C,Online
APP6594,Borrower 1594,FHA,Refinance,Single Family,2024-04-06,2024-04-16,2024-04-30,777058,916820,84.76,5.67,20,658,31,6,4400,Underwriter B,Processor N,Approved,WA,Agent Team J,Online
APP6595,Borrower 1595,VA,Refinance,Condo,2024-05-13,2024-05-29,2024-06-25,890457,1040812,85.55,5.06,30,641,45,18,3044,Underwriter B,Processor D,Approved,NY,Agent Team G,Wholesale
APP6596,Borrower 1596,VA,Refinance,Condo,2024-03-27,2024-04-02,2024-04-24,744608,829521,89.76,7.18,15,649,27,19,4806,Underwriter E,Processor K,Approved,FL,Agent Team A,Retail
APP6597,Borrower 1597,FHA,Purchase,Luxury Home,2024-03-15,,,734027,768534,95.51,6.75,15,691,49,15,2454,Underwriter A,Processor O,Declined,FL,Agent Team H,Retail
APP6598,Borrower 1598,Conventional,Purchase,Condo,2024-02-11,2024-02-17,2024-03-03,629425,711469,88.47,6.68,30,619,26,15,3097,Underwriter C,Processor D,Approved,NV,Agent Team E,Direct
APP6599,Borrower 1599,Jumbo,Purchase,Townhouse,2024-02-01,2024-02-15,2024-03-15,172525,314818,54.8,7.1,15,673,46,27,2033,Underwriter G,Processor H,Approved,IL,Agent Team B,Online
APP6600,Borrower 1600,Conventional,Refinance,Multi-Family,2024-04-05,2024-04-19,2024-05-24,191721,333318,57.52,7.83,15,763,38,8,3172,Underwriter F,Processor O,Approved,CO,Agent Team H,Retail
APP6601,Borrower 1601,VA,Refinance,Single Family,2024-01-21,2024-02-06,2024-03-14,498125,564059,88.31,5.68,15,603,49,9,3296,Underwriter E,Processor H,Approved,FL,Agent Team J,Direct
APP6602,Borrower 1602,VA,Refinance,Multi-Family,2024-04-24,,,755018,867720,87.01,6.54,15,704,31,12,6602,Underwriter B,Processor K,Declined,NV,Agent Team F,Wholesale
APP6603,Borrower 1603,Conventional,Refinance,Single Family,2024-04-24,2024-05-03,2024-06-02,667926,833088,80.17,6.71,15,691,41,14,4186,Underwriter B,Processor E,Approved,CA,Agent Team B,Direct
APP6604,Borrower 1604,Conventional,Purchase,Luxury Home,2024-03-15,2024-03-29,2024-04-20,413254,558520,73.99,7.16,30,745,49,15,3183,Underwriter G,Processor M,Approved,CA,Agent Team E,Direct
APP6605,Borrower 1605,Jumbo,Refinance,Multi-Family,2024-04-02,2024-04-12,2024-05-11,181566,235364,77.14,6.67,30,628,34,17,5746,Underwriter J,Processor I,Approved,NY,Agent Team D,Wholesale
APP6606,Borrower 1606,FHA,Refinance,Condo,2024-02-19,2024-03-01,2024-03-16,727907,861443,84.5,6.55,15,684,45,6,5407,Underwriter F,Processor G,Approved,TX,Agent Team H,Online
APP6607,Borrower 1607,FHA,Purchase,Townhouse,2024-03-19,,,888360,957368,92.79,7.66,30,746,36,5,5192,Underwriter B,Processor L,In Review,FL,Agent Team B,Retail
APP6608,Borrower 1608,FHA,Purchase,Single Family,2024-01-26,2024-02-11,2024-03-05,956805,1099218,87.04,5.81,30,765,34,24,6808,Underwriter E,Processor O,Approved,NY,Agent Team G,Retail
APP6609,Borrower 1609,VA,Refinance,Townhouse,2024-04-29,,,236120,383529,61.57,6.48,30,720,36,9,1820,Underwriter B,Processor C,In Review,AZ,Agent Team B,Direct
APP6610,Borrower 1610,VA,Purchase,Condo,2024-04-27,2024-05-09,2024-05-21,735233,848653,86.64,6.73,20,604,42,20,3418,Underwriter J,Processor K,Approved,IL,Agent Team D,Wholesale
APP6611,Borrower 1611,Jumbo,Purchase,Multi-Family,2024-03-14,2024-03-22,2024-04-03,722310,864983,83.51,7.3,20,694,31,21,1847,Underwriter B,Processor E,Approved,NJ,Agent Team F,Retail
APP6612,Borrower 1612,VA,Refinance,Multi-Family,2024-05-04,2024-05-14,2024-06-09,447486,563231,79.45,5.71,20,652,45,27,2369,Underwriter G,Processor L,Approved,AZ,Agent Team C,Wholesale
APP6613,Borrower 1613,VA,Refinance,Luxury Home,2024-04-22,2024-05-01,2024-05-16,894875,1001892,89.32,6.42,15,614,44,6,1838,Underwriter H,Processor D,Approved,TX,Agent Team C,Wholesale
APP6614,Borrower 1614,FHA,Refinance,Multi-Family,2024-01-09,2024-01-20,2024-02-13,462282,554680,83.34,8.19,15,740,39,18,5267,Underwriter C,Processor I,Approved,FL,Agent Team L,Direct
APP6615,Borrower 1615,VA,Refinance,Multi-Family,2024-01-09,2024-01-26,2024-02-29,288997,322104,89.72,6.5,15,602,26,23,2423,Underwriter J,Processor B,Approved,TX,Agent Team I,Wholesale
APP6616,Borrower 1616,Conventional,Refinance,Single Family,2024-01-23,2024-02-04,2024-03-03,867804,994962,87.22,7.54,15,741,38,19,2282,Underwriter J,Processor M,Approved,WA,Agent Team C,Direct
APP6617,Borrower 1617,Jumbo,Purchase,Townhouse,2024-02-20,,,780381,904266,86.3,5.19,30,667,38,20,5551,Underwriter G,Processor I,Declined,NJ,Agent Team H,Direct
APP6618,Borrower 1618,Conventional,Purchase,Condo,2024-01-06,2024-01-17,2024-02-22,488974,564512,86.62,5.33,20,666,35,7,6007,Underwriter B,Processor K,Approved,CA,Agent Team F,Wholesale
APP6619,Borrower 1619,FHA,Refinance,Multi-Family,2024-03-14,2024-03-20,2024-04-01,819615,928798,88.24,6.49,30,632,28,7,2464,Underwriter A,Processor L,Approved,CA,Agent Team D,Wholesale
APP6620,Borrower 1620,Jumbo,Refinance,Multi-Family,2024-05-19,2024-06-01,2024-06-24,753148,788068,95.57,6.69,15,708,29,8,5104,Underwriter F,Processor D,Approved,NJ,Agent Team I,Wholesale
APP6621,Borrower 1621,FHA,Refinance,Multi-Family,2024-02-29,2024-03-07,2024-04-08,361325,499746,72.3,7.06,15,675,38,10,4913,Underwriter E,Processor I,Approved,CO,Agent Team F,Direct
APP6622,Borrower 1622,VA,Purchase,Townhouse,2024-02-03,2024-02-15,2024-03-08,156402,190923,81.92,7.17,15,605,44,25,5853,Underwriter A,Processor N,Approved,NV,Agent Team C,Online
APP6623,Borrower 1623,FHA,Purchase,Townhouse,2024-03-30,2024-04-11,2024-05-02,866537,1024350,84.59,8.01,15,712,38,9,2578,Underwriter C,Processor J,Approved,CA,Agent Team F,Online
APP6624,Borrower 1624,VA,Purchase,Multi-Family,2024-02-18,,,338961,452076,74.98,5.05,15,630,31,13,5744,Underwriter E,Processor H,In Review,WA,Agent Team L,Direct
APP6625,Borrower 1625,VA,Purchase,Condo,2024-01-16,,,708867,835421,84.85,6.18,30,713,43,20,5563,Underwriter C,Processor C,In Review,CO,Agent Team A,Online
APP6626,Borrower 1626,FHA,Refinance,Single Family,2024-05-18,2024-06-04,2024-07-03,685852,821007,83.54,7.15,30,775,47,19,6729,Underwriter E,Processor H,Approved,CA,Agent Team A,Wholesale
APP6627,Borrower 1627,Conventional,Purchase,Condo,2024-04-05,2024-04-19,2024-05-08,809045,929242,87.07,6.86,30,680,45,23,2986,Underwriter D,Processor K,Approved,FL,Agent Team C,Online
APP6628,Borrower 1628,VA,Purchase,Townhouse,2024-01-15,2024-01-20,2024-02-24,536230,695756,77.07,6.08,15,641,44,15,3153,Underwriter H,Processor I,Approved,WA,Agent Team A,Wholesale
APP6629,Borrower 1629,FHA,Refinance,Townhouse,2024-05-23,2024-06-09,2024-06-29,256734,400731,64.07,7.32,15,780,31,26,4579,Underwriter C,Processor F,Approved,NY,Agent Team F,Retail
APP6630,Borrower 1630,Conventional,Purchase,Multi-Family,2024-05-15,2024-05-22,2024-06-17,398751,465260,85.7,7.94,30,654,33,16,1631,Underwriter E,Processor G,Approved,NY,Agent Team J,Online
APP6631,Borrower 1631,VA,Refinance,Condo,2024-05-15,,,391024,475259,82.28,5.85,30,604,42,19,6381,Underwriter A,Processor O,In Review,CA,Agent Team C,Wholesale
APP6632,Borrower 1632,VA,Purchase,Condo,2024-03-24,2024-04-09,2024-05-03,771828,855361,90.23,7.44,20,681,38,9,5626,Underwriter J,Processor N,Approved,NY,Agent Team B,Direct
APP6633,Borrower 1633,Jumbo,Refinance,Multi-Family,2024-03-31,2024-04-12,2024-05-18,237388,392186,60.53,7.92,15,653,45,16,2861,Underwriter I,Processor G,Approved,NY,Agent Team G,Direct
APP6634,Borrower 1634,FHA,Purchase,Multi-Family,2024-04-18,2024-05-03,2024-05-31,571648,610015,93.71,7.14,20,767,27,21,6808,Underwriter E,Processor O,Approved,NJ,Agent Team K,Direct
APP6635,Borrower 1635,VA,Refinance,Townhouse,2024-02-19,,,696169,796402,87.41,6.58,20,755,32,27,2965,Underwriter J,Processor E,In Review,IL,Agent Team F,Wholesale
APP6636,Borrower 1636,Conventional,Refinance,Townhouse,2024-05-26,2024-06-05,2024-07-09,518543,607688,85.33,5.95,20,792,31,17,5902,Underwriter A,Processor H,Approved,CO,Agent Team A,Direct
APP6637,Borrower 1637,FHA,Purchase,Luxury Home,2024-04-10,2024-04-25,2024-05-28,544833,675667,80.64,5.06,15,661,29,13,2011,Underwriter G,Processor O,Approved,AZ,Agent Team L,Retail
APP6638,Borrower 1638,Jumbo,Refinance,Townhouse,2024-02-07,2024-02-22,2024-03-25,448388,545649,82.18,6.11,15,765,41,15,5578,Underwriter A,Processor M,Approved,IL,Agent Team E,Online
APP6639,Borrower 1639,Jumbo,Purchase,Luxury Home,2024-02-08,,,750902,874468,85.87,8.05,30,600,49,12,2553,Underwriter A,Processor N,In Review,CA,Agent Team E,Retail
APP6640,Borrower 1640,Conventional,Purchase,Condo,2024-04-24,,,267255,340119,78.58,6.75,30,658,47,19,6774,Underwriter B,Processor B,In Review,WA,Agent Team F,Wholesale
APP6641,Borrower 1641,VA,Purchase,Multi-Family,2024-03-17,2024-03-26,2024-04-28,530445,612681,86.58,5.29,20,771,31,20,2258,Underwriter A,Processor A,Approved,WA,Agent Team I,Online
APP6642,Borrower 1642,Jumbo,Refinance,Multi-Family,2024-02-14,2024-03-02,2024-04-05,241426,416804,57.92,7.45,30,709,42,23,2817,Underwriter F,Processor L,Approved,IL,Agent Team F,Direct
APP6643,Borrower 1643,FHA,Refinance,Townhouse,2024-04-13,2024-04-27,2024-06-03,230294,321625,71.6,6.1,15,651,46,23,4112,Underwriter G,Processor B,Approved,AZ,Agent Team B,Wholesale
APP6644,Borrower 1644,Conventional,Refinance,Condo,2024-03-06,2024-03-18,2024-04-19,656705,717117,91.58,5.04,20,736,41,11,2588,Underwriter I,Processor C,Approved,CA,Agent Team E,Retail
APP6645,Borrower 1645,FHA,Refinance,Multi-Family,2024-01-02,,,963389,1063888,90.55,6.76,20,791,38,24,2100,Underwriter H,Processor M,In Review,NV,Agent Team L,Online
APP6646,Borrower 1646,Conventional,Refinance,Single Family,2024-02-18,,,675275,802129,84.19,5.35,30,700,40,12,2629,Underwriter A,Processor O,In Review,WA,Agent Team A,Wholesale
APP6647,Borrower 1647,VA,Purchase,Single Family,2024-01-27,2024-02-08,2024-02-28,440449,524755,83.93,6.93,15,742,45,21,3139,Underwriter G,Processor J,Approved,TX,Agent Team I,Wholesale
APP6648,Borrower 1648,FHA,Purchase,Condo,2024-03-06,,,175968,343425,51.24,5.04,15,791,29,13,1732,Underwriter B,Processor J,Declined,NJ,Agent Team F,Online
APP6649,Borrower 1649,Jumbo,Refinance,Condo,2024-04-07,2024-04-13,2024-05-13,813610,911964,89.22,7.45,30,645,30,7,4444,Underwriter I,Processor M,Approved,CO,Agent Team D,Retail
APP6650,Borrower 1650,Conventional,Refinance,Condo,2024-04-21,,,534412,673623,79.33,6.81,20,735,26,22,2678,Underwriter F,Processor B,In Review,NY,Agent Team J,Retail
APP6651,Borrower 1651,Jumbo,Refinance,Townhouse,2024-01-16,2024-01-30,2024-02-20,191291,260096,73.55,7.3,20,674,44,23,4188,Underwriter B,Processor C,Approved,NY,Agent Team F,Wholesale
